index,row_count,id,title,link,make,model,series,transmission,price,milage,age,age_rating,milage_rating,price_rating,sum_rating,market_price,price_difference,date_added,prid
72,1,SHRM-AD-5775718,2018 Jaguar E-PACE D150 Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5775718/?Cr=61,Jaguar,E-PACE,D150  AWD,AWD,55051.0,0.0,0,0.8342333463114189,0.3477284550400222,1.6505988617884009,6.481486841756666,71892,16841,2018-04-04 01:19:59,11269
84,2,SHRM-AD-5869974,2018 Jaguar E-PACE D150 Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5869974/?Cr=73,Jaguar,E-PACE,D150  AWD,AWD,56421.0,0.0,0,0.8342333463114189,0.3477284550400222,1.5358276550251837,6.137173221467014,71892,15471,2018-04-04 01:19:59,11270
78,3,SHRM-AD-5869967,2018 Jaguar E-PACE D150 Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5869967/?Cr=67,Jaguar,E-PACE,D150  AWD,AWD,56421.0,0.0,0,0.8342333463114189,0.3477284550400222,1.5358276550251837,6.137173221467014,71892,15471,2018-04-04 01:19:59,11271
106,4,SHRM-AD-5869966,2018 Jaguar E-PACE D150 Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5869966/?Cr=96,Jaguar,E-PACE,D150  AWD,AWD,56421.0,0.0,0,0.8342333463114189,0.3477284550400222,1.5358276550251837,6.137173221467014,71892,15471,2018-04-04 01:19:59,11272
47,5,SHRM-AD-5869973,2018 Jaguar E-PACE D150 Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5869973/?Cr=35,Jaguar,E-PACE,D150  AWD,AWD,56421.0,0.0,0,0.8342333463114189,0.3477284550400222,1.5358276550251837,6.137173221467014,71892,15471,2018-04-04 01:19:59,11273
44,6,SHRM-AD-5869968,2018 Jaguar E-PACE D150 Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5869968/?Cr=32,Jaguar,E-PACE,D150  AWD,AWD,56421.0,0.0,0,0.8342333463114189,0.3477284550400222,1.5358276550251837,6.137173221467014,71892,15471,2018-04-04 01:19:59,11274
79,7,SHRM-AD-5869971,2018 Jaguar E-PACE D150 Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5869971/?Cr=68,Jaguar,E-PACE,D150  AWD,AWD,56421.0,0.0,0,0.8342333463114189,0.3477284550400222,1.5358276550251837,6.137173221467014,71892,15471,2018-04-04 01:19:59,11275
28,8,SHRM-AD-5869972,2018 Jaguar E-PACE D150 Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5869972/?Cr=16,Jaguar,E-PACE,D150  AWD,AWD,56421.0,0.0,0,0.8342333463114189,0.3477284550400222,1.5358276550251837,6.137173221467014,71892,15471,2018-04-04 01:19:59,11276
25,1,SSE-AD-4886988,1972 Jaguar E Type 2+2 Auto,https://www.carsales.com.au/private/details/Jaguar-E-Type-1972/SSE-AD-4886988/?Cr=13,Jaguar,E,Type 2+2,Auto,85000.0,14357.0,46,0.9278061569509712,1.1934601945221832,0.9351978904997352,6.120320217494543,208059,123059,2018-04-04 01:22:04,11400
29,9,SHRM-AD-5775734,2018 Jaguar E-PACE D180 Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5775734/?Cr=17,Jaguar,E-PACE,D180  AWD,AWD,57768.0,0.0,0,0.8342333463114189,0.3477284550400222,1.4229832641419327,5.798640048817261,71892,14124,2018-04-04 01:19:59,11277
108,10,SHRM-AD-5775764,2018 Jaguar E-PACE P250 Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5775764/?Cr=98,Jaguar,E-PACE,P250  AWD,AWD,57768.0,0.0,0,0.8342333463114189,0.3477284550400222,1.4229832641419327,5.798640048817261,71892,14124,2018-04-04 01:19:59,11278
35,11,SHRM-AD-5869975,2018 Jaguar E-PACE D150 Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5869975/?Cr=23,Jaguar,E-PACE,D150  AWD,AWD,57791.0,0.0,0,0.8342333463114189,0.3477284550400222,1.4210564482619663,5.792859601177362,71892,14101,2018-04-04 01:19:59,11279
27,12,SHRM-AD-5869970,2018 Jaguar E-PACE D150 Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5869970/?Cr=15,Jaguar,E-PACE,D150  AWD,AWD,57791.0,0.0,0,0.8342333463114189,0.3477284550400222,1.4210564482619663,5.792859601177362,71892,14101,2018-04-04 01:19:59,11280
8,1,SSE-AD-5351863,2015 Volkswagen Polo 66TSI Trendline 6R Manual,https://www.carsales.com.au/private/details/Volkswagen-Polo-2015/SSE-AD-5351863/?Cr=6,Volkswagen,Polo,66TSI Trendline 6R,Manual,10300.0,11300.0,3,-0.07667457709860923,0.870699437072141,1.2220551239091721,5.33088966877319,12417,2117,2018-04-02 12:36:29,6222
,1,OAG-AD-16302744,2012 Hyundai i20 Active Manual,https://www.carsales.com.au/dealer/details/Hyundai-i20-2012/OAG-AD-16302744/?Cr=35,Hyundai,i20,Active,Manual,6500.0,28149.0,6,-0.5401873410681385,0.9879673485573556,1.2857652546147886,5.293043119890939,6500,0,2018-08-27 00:26:45,20045
63,13,SHRM-AD-5775726,2018 Jaguar E-PACE D150 R-Dynamic Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5775726/?Cr=52,Jaguar,E-PACE,D150 R-Dynamic  AWD,AWD,60324.0,0.0,0,0.8342333463114189,0.3477284550400222,1.2088553776552293,5.156256389357151,71892,11568,2018-04-04 01:19:59,11281
99,14,SHRM-AD-5869985,2018 Jaguar E-PACE D150 R-Dynamic Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5869985/?Cr=89,Jaguar,E-PACE,D150 R-Dynamic  AWD,AWD,61694.0,0.0,0,0.8342333463114189,0.3477284550400222,1.0940841708920122,4.8119427690675,71892,10198,2018-04-04 01:19:59,11282
94,15,SHRM-AD-5869991,2018 Jaguar E-PACE D150 R-Dynamic Auto AWD,https://www.carsales.com.au/bnc/details/Jaguar-E-PACE-2018/SHRM-AD-5869991/?Cr=83,Jaguar,E-PACE,D150 R-Dynamic  AWD,AWD,61694.0,0.0,0,0.8342333463114189,0.3477284550400222,1.0940841708920122,4.8119427690675,71892,10198,2018-04-04 01:19:59,11283
